day,store,net_sales,gross_sales,discounts,sales_reversals,orders,units,new_customers,returning_customers,customers
2026-04-11,Maceoo Cosmo,6717.57,6980.77,-263.2,0,9,35,5,3,9
2026-04-11,Maceoo Atlantic,6463.25,6618.23,-154.98,0,15,36,7,6,13
2026-04-11,Maceoo Hollywood FL,19825.35,20998.11,-1172.76,0,24,100,14,10,24
2026-04-12,Maceoo Tampa,737.73,1249.61,-13,-498.88,6,9,3,2,6
2026-04-12,Maceoo Aria,12716.73,13073.13,-193.07,-163.33,12,166,6,5,10
2026-04-12,CEOO DUBAI,501.15,501.15,0,0,1,4,1,0,1
2026-04-12,Maceoo Resorts World Las Vegas,225.75,325.75,-100,0,1,3,0,1,1
2026-04-12,Maceoo MGM,4128.96,4620.6,-202.76,-288.88,11,28,7,1,9
2026-04-12,Maceoo Cosmo,6734.11,6823.94,-89.83,0,5,30,3,2,5
2026-04-12,Maceoo Atlantic,4865.44,7061.04,-598.8,-1596.8,9,17,2,5,7
2026-04-12,Venetian,1391.64,1401.8,-10.16,0,4,12,3,0,4
2026-04-12,Maceoo PR,2021.28,2087.28,-66,0,7,9,2,5,7
2026-04-12,Online Store,6823.16,8056.8,-1233.64,0,29,43,16,12,28
2026-04-12,Maceoo Hollywood FL,3831.7,3879.18,-47.48,0,8,18,3,3,7
2026-04-12,Maceoo Biloxi,1585.88,1683.48,-97.6,0,7,14,1,2,4
2026-04-13,Maceoo Aria,4642.51,4851.39,-50,-158.88,10,29,9,1,10
2026-04-13,Maceoo Hollywood FL,3665.14,3794.24,-129.1,0,10,66,6,4,10
2026-04-13,Venetian,998.19,998.19,0,0,4,12,3,1,4
2026-04-13,Maceoo Tampa,1820,2850.48,-431.6,-598.88,7,12,3,3,6
2026-04-13,Maceoo Cosmo,849.66,849.66,0,0,3,7,3,0,3
2026-04-13,Maceoo MGM,1633.99,1666.51,-32.52,0,5,13,2,2,5
2026-04-13,CEOO DUBAI,4092.86,4242.86,-150,0,3,5,3,0,3
2026-04-13,Maceoo Atlantic,1144.02,1294.3,-150.28,0,5,16,1,3,5
2026-04-13,Maceoo PR,2192.64,2371.52,0,-178.88,3,12,1,2,3
2026-04-13,Maceoo Resorts World Las Vegas,543.11,603.45,-60.34,0,1,4,0,1,1
2026-04-13,Maceoo Biloxi,283.93,304.28,-20.35,0,2,4,2,0,2
2026-04-13,Online Store,4770.71,8347.96,-3577.25,0,29,51,11,16,27
2026-04-14,Online Store,6438.04,7560.04,-1122,0,16,43,8,8,15
2026-04-14,Maceoo Tampa,2807.93,2883.48,-75.55,0,11,26,3,4,8
2026-04-14,Maceoo Atlantic,28813.4,28813.4,0,0,4,38,3,1,4
2026-04-14,Maceoo Biloxi,1460.97,1493.18,-32.21,0,7,18,3,1,4
2026-04-14,Maceoo MGM,2975.44,3013.63,-38.19,0,5,17,2,2,5
2026-04-14,Maceoo Aria,6309.37,7699.01,-31,-1358.64,8,38,4,4,7
2026-04-14,Maceoo Cosmo,18324.02,18324.02,0,0,5,20,1,3,4
2026-04-14,Maceoo Hollywood FL,3521.34,3521.34,0,0,6,15,4,2,6
2026-04-14,Maceoo PR,347.76,347.76,0,0,1,2,1,0,1
2026-04-14,Venetian,1835.76,1835.76,0,0,3,7,3,0,3
2026-04-15,Online Store,2722.4,4160.96,-1438.56,0,19,32,11,8,19
2026-04-15,Maceoo Tampa,3349.45,3415.05,-65.6,0,9,25,4,3,8
2026-04-15,Maceoo Biloxi,162.42,162.42,0,0,1,2,0,1,1
2026-04-15,Maceoo Resorts World Las Vegas,1994.19,2044.19,-50,0,4,12,2,1,4
2026-04-15,Venetian,680.6,680.6,0,0,4,9,2,0,3
2026-04-15,Maceoo Aria,20739.62,20739.62,0,0,5,12,4,1,5
2026-04-15,Maceoo MGM,1323.13,1980.81,-519.68,-138,7,17,4,1,6
2026-04-15,Maceoo Atlantic,2491.47,2662.35,-33,-137.88,11,24,5,6,11
2026-04-15,Maceoo Cosmo,1409.39,1409.39,0,0,7,15,6,1,7
2026-04-15,Maceoo PR,256,256,0,0,2,2,2,0,2
2026-04-15,CEOO DUBAI,1080,1080,0,0,2,3,2,0,2
2026-04-15,Maceoo Hollywood FL,1135.29,1135.29,0,0,3,8,3,0,3
2026-04-16,Maceoo Cosmo,3855.54,4443.07,-228.88,-358.65,8,20,4,4,7
2026-04-16,Maceoo Aria,10298.82,11068.7,-471,-298.88,10,142,5,5,10
2026-04-16,Maceoo Tampa,360.66,367.84,-7.18,0,2,4,0,2,2
2026-04-16,Maceoo Hollywood FL,16795,17703.88,-750,-158.88,21,81,11,10,20
2026-04-16,Maceoo MGM,3943.09,4471.97,-30,-498.88,8,16,3,0,4
2026-04-16,Online Store,9457.65,12734.5,-3276.85,0,43,80,16,26,41
2026-04-16,Maceoo PR,1036.64,1218.64,-182,0,4,8,0,4,4
2026-04-16,Maceoo Atlantic,3049.64,3341.8,-292.16,0,10,29,5,5,9
2026-04-16,Venetian,927,927,0,0,4,9,3,1,4
2026-04-16,Maceoo Biloxi,559.63,809.63,-250,0,2,3,0,1,2
2026-04-16,CEOO DUBAI,13922.57,13922.57,0,0,4,22,3,1,4
2026-04-17,Online Store,10808.98,11551.84,-742.86,0,42,57,24,18,40
2026-04-17,Venetian,1838.26,1868.88,-30.62,0,9,17,3,1,5
2026-04-17,Maceoo MGM,3238.96,3352.84,-113.88,0,7,18,5,0,6
2026-04-17,Maceoo Aria,8285.3,8542.1,-98.8,-158,18,53,10,7,17
2026-04-17,Maceoo Resorts World Las Vegas,1826.51,1826.51,0,0,1,7,0,1,1
2026-04-17,Maceoo Hollywood FL,6943.39,7652.28,-708.89,0,17,42,10,7,16
2026-04-17,Maceoo Cosmo,11171.93,12193.49,-66,-955.56,13,30,8,4,11
2026-04-17,Maceoo Atlantic,1445.28,1445.28,0,0,7,12,4,3,7
2026-04-17,Maceoo PR,839.76,889.76,-50,0,4,6,2,2,4
2026-04-17,Maceoo Tampa,2075.27,2154.47,-79.2,0,8,17,3,3,7
2026-04-17,Maceoo Biloxi,2170.84,2207.52,-36.68,0,7,20,5,2,7
2026-04-17,CEOO DUBAI,279,279,0,0,1,1,1,0,1
2026-04-18,Maceoo MGM,3039.73,3716.73,-153.05,-523.95,14,32,11,1,13
2026-04-18,Maceoo Resorts World Las Vegas,3299.92,3349.92,-50,0,2,14,2,0,2
2026-04-18,Maceoo Cosmo,6051.52,6064.32,-12.8,0,16,37,13,3,16
2026-04-18,Maceoo Biloxi,219.31,268.81,-49.5,0,2,3,0,2,2
2026-04-18,Venetian,1778.14,1788.02,-9.88,0,9,19,4,2,6
2026-04-18,Maceoo Aria,13024.03,13814.4,-264.37,-526,22,85,16,5,20
2026-04-18,Maceoo Atlantic,11081.13,11513.22,-66.09,-366,24,70,10,12,21
2026-04-18,Maceoo PR,3477.68,3636.56,-158.88,0,11,23,4,7,11
2026-04-18,Maceoo Tampa,5345.37,6059.78,-714.41,0,20,75,4,9,14
2026-04-18,Online Store,2595.66,9491.08,-2520.48,-4374.94,28,39,9,18,27
2026-04-18,CEOO DUBAI,5465.66,5530.66,-65,0,8,19,4,1,6
2026-04-18,Maceoo Hollywood FL,12382.34,14847.3,-944.68,-1520.28,23,106,8,14,23
2026-04-19,Maceoo Cosmo,18944.12,18944.12,0,0,9,23,6,2,8
2026-04-19,Maceoo MGM,1287.09,1287.09,0,0,6,17,4,1,6
2026-04-19,Maceoo Biloxi,4722.85,4854.53,-131.68,0,10,48,5,2,7
2026-04-19,Maceoo Aria,11117.1,11472.77,-355.67,0,12,111,2,9,12
2026-04-19,Maceoo Resorts World Las Vegas,2502.17,2502.17,0,0,4,13,2,2,3
2026-04-19,CEOO DUBAI,1999.5,1999.5,0,0,3,10,3,0,3
2026-04-19,Maceoo Tampa,5857.52,8662.06,-133.99,-2670.55,12,24,4,6,10
2026-04-19,Maceoo Hollywood FL,12284.52,13374.83,-932.31,-158,12,52,7,5,12
2026-04-19,Venetian,672.22,779.13,-106.91,0,4,10,1,0,2
2026-04-19,Maceoo PR,1981.52,2031.52,-50,0,3,6,1,2,3
2026-04-19,Online Store,10312.79,10698.89,-213.88,-172.22,37,68,22,15,36
2026-04-19,Maceoo Atlantic,2087.83,2128.51,-40.68,0,9,15,6,3,9
2026-04-20,Maceoo Cosmo,2005.9,2005.9,0,0,5,16,1,4,5
2026-04-20,Maceoo Hollywood FL,7527.43,7711.09,-183.66,0,12,42,2,9,11
2026-04-20,Maceoo Resorts World Las Vegas,1910.25,1910.25,0,0,1,4,0,1,1
2026-04-20,Maceoo Atlantic,1521.52,1521.52,0,0,3,11,2,1,3
2026-04-20,Maceoo Tampa,1659.13,1659.13,0,0,2,8,1,1,2
2026-04-20,Online Store,7060.74,8023.81,-963.07,0,37,61,19,18,37
2026-04-20,Maceoo Aria,9064.6,9263.94,-61.44,-137.9,13,88,6,5,11
2026-04-20,Maceoo MGM,4090.73,4270.67,-179.94,0,7,17,6,0,7
2026-04-20,CEOO DUBAI,4532.34,4932.34,-400,0,2,8,2,0,2
2026-04-20,Venetian,1657.14,1657.14,0,0,4,13,4,0,4
2026-04-20,Maceoo PR,1099.52,1099.52,0,0,2,7,1,1,2
2026-04-20,Maceoo Biloxi,1546.8,2075.61,-528.81,0,6,18,2,3,5
2026-04-21,Maceoo MGM,6444.66,7007.5,-562.84,0,8,62,5,3,8
2026-04-21,Maceoo PR,2740.72,2766.4,-25.68,0,3,10,2,1,3
2026-04-21,Maceoo Biloxi,1933.3,2533.54,-471.36,-128.88,5,15,3,2,5
2026-04-21,Maceoo Hollywood FL,5725.89,5967.54,-241.65,0,8,35,2,4,6
2026-04-21,Venetian,235.41,235.41,0,0,1,2,0,0,1
2026-04-21,Maceoo Cosmo,9354.67,9354.67,0,0,5,12,2,3,5
2026-04-21,Maceoo Aria,14002.45,14435.03,-432.58,0,14,45,11,3,14
2026-04-21,CEOO DUBAI,2665,2865,-200,0,1,6,1,0,1
2026-04-21,Maceoo Atlantic,1217.75,1217.75,0,0,3,12,2,1,3
2026-04-21,Maceoo Tampa,1025.24,1136.45,-111.21,0,5,11,2,3,5
2026-04-21,Online Store,4464.83,6372.35,-148,-1759.52,22,30,15,7,22
2026-04-22,Maceoo Atlantic,1837.06,2224.82,0,-387.76,6,12,2,3,5
2026-04-22,Maceoo MGM,871.8,2831.05,-1959.25,0,5,13,2,3,5
2026-04-22,Maceoo Biloxi,2751.77,6367.85,-856.02,-2760.06,7,23,2,5,7
2026-04-22,Maceoo Tampa,1405.95,1454.94,-48.99,0,6,13,3,2,6
2026-04-22,Maceoo Aria,5836.8,8137.06,-761.47,-1538.79,18,40,10,6,15
2026-04-22,Venetian,448.51,479.04,-30.53,0,3,7,0,0,1
2026-04-22,Maceoo Hollywood FL,3845.71,4909.39,-358.8,-704.88,8,25,6,1,8
2026-04-22,Maceoo Resorts World Las Vegas,731.4,731.4,0,0,1,5,1,0,1
2026-04-22,Online Store,10443.56,10760.16,-316.6,0,36,76,10,26,36
2026-04-22,Maceoo PR,319.76,385.76,-66,0,1,3,0,1,1
2026-04-22,Maceoo Cosmo,5296.7,5623.26,-326.56,0,5,17,3,2,5
2026-04-23,Maceoo Resorts World Las Vegas,1543.25,1543.25,0,0,2,8,0,2,2
2026-04-23,Maceoo Atlantic,1678.98,1678.98,0,0,3,9,3,0,3
2026-04-23,Maceoo Cosmo,2865.63,2895.63,-30,0,8,19,5,3,8
2026-04-23,Maceoo MGM,3776.46,3776.46,0,0,8,105,5,2,8
2026-04-23,Maceoo Tampa,1445.47,1866.15,-15.8,-404.88,6,12,2,3,5
2026-04-23,Venetian,1339.06,1610.63,-271.57,0,4,7,2,1,4
2026-04-23,Online Store,7139.67,8504.25,-1364.58,0,27,61,13,13,26
2026-04-23,CEOO DUBAI,61.68,61.68,0,0,1,2,0,0,1
2026-04-23,Maceoo PR,2154.23,2649.16,-166,-328.93,7,17,3,4,7
2026-04-23,Maceoo Biloxi,699.67,779.55,-79.88,0,3,7,2,1,3
2026-04-23,Maceoo Hollywood FL,8159.87,9266.79,-1106.92,0,16,51,7,8,15
2026-04-23,Maceoo Aria,7032.79,7919.26,-610.76,-275.71,13,34,10,3,13
2026-04-24,Maceoo Tampa,5741.94,5939.15,-69.21,-128,10,37,1,9,10
2026-04-24,Maceoo Atlantic,1450.4,1870.05,0,-419.65,10,13,4,5,9
2026-04-24,CEOO DUBAI,925.17,925.17,0,0,3,5,3,0,3
2026-04-24,Maceoo Resorts World Las Vegas,877.53,877.53,0,0,6,14,5,1,6
2026-04-24,Maceoo Hollywood FL,8054.09,8224.09,-170,0,13,39,6,6,11
2026-04-24,Maceoo Cosmo,8294.06,8708.58,-414.52,0,9,33,9,0,9
2026-04-24,Online Store,7023.74,9724.58,-1812.16,-888.68,32,57,13,19,32
2026-04-24,Venetian,1802.02,1811.9,-9.88,0,8,16,4,4,8
2026-04-24,Maceoo PR,739.96,834.4,-94.44,0,4,5,1,3,4
2026-04-24,Maceoo MGM,6063.52,6317.03,-253.51,0,12,26,10,2,12
2026-04-24,Maceoo Biloxi,1135.1,1161.49,-26.39,0,7,14,4,3,7
2026-04-24,Maceoo Aria,7076.03,7274.04,-198.01,0,14,35,7,6,13
2026-04-25,CEOO DUBAI,10833.58,14400.84,-575.26,-2992,11,23,5,3,9
2026-04-25,Maceoo Tampa,3483.82,3956.98,-473.16,0,12,24,2,6,9
2026-04-25,Maceoo Biloxi,1497.93,1615.8,-117.87,0,8,22,4,3,8
2026-04-25,Maceoo PR,1904.4,2003.28,0,-98.88,7,11,4,3,7
2026-04-25,WEB - Quiet LLC,0,138.88,-138.88,0,1,1,0,1,1
2026-04-25,Maceoo Aria,13326.87,13459.48,0,-132.61,13,46,10,3,12
2026-04-25,Online Store,6569.68,7292.5,-722.82,0,33,66,14,17,29
2026-04-25,Maceoo MGM,1269.82,1285.18,-15.36,0,5,11,5,0,5
2026-04-25,Maceoo Atlantic,7145.98,8330.74,-102.12,-1082.64,20,47,7,10,16
2026-04-25,Venetian,1954.84,2043.82,-88.98,0,13,24,6,2,8
2026-04-25,Maceoo Resorts World Las Vegas,77.1,77.1,0,0,1,2,0,0,1
2026-04-25,Maceoo Cosmo,3467.64,3467.64,0,0,11,23,8,3,11
2026-04-25,Maceoo Hollywood FL,9917.39,10787.15,-596.31,-273.45,21,56,9,10,19
2026-04-26,Venetian,1079.12,1231.56,-152.44,0,6,14,3,2,6
2026-04-26,CEOO DUBAI,6566.72,6566.72,0,0,2,7,2,0,2
2026-04-26,Maceoo Atlantic,4649.03,5545.91,-100,-796.88,13,26,5,6,11
2026-04-26,Maceoo Hollywood FL,5756.1,6230.33,-474.23,0,16,45,7,8,15
2026-04-26,Maceoo PR,346.88,346.88,0,0,2,2,2,0,2
2026-04-26,Maceoo Cosmo,4228.51,4495.28,-266.77,0,8,19,5,3,8
2026-04-26,Maceoo Tampa,2865.06,3402.74,-537.68,0,14,32,4,4,9
2026-04-26,Maceoo Aria,5258.39,5400.07,-141.68,0,9,55,7,2,9
2026-04-26,Maceoo Biloxi,2352.48,2596.94,-244.46,0,6,18,4,2,6
2026-04-26,Maceoo Resorts World Las Vegas,805.85,805.85,0,0,1,3,0,0,1
2026-04-26,Online Store,-9866.68,6239.89,-273.88,-15832.69,27,-23,16,10,26
2026-04-26,Maceoo MGM,1779.9,1854.16,-74.26,0,8,17,6,2,8
2026-04-27,Maceoo Cosmo,4766.88,4840.64,-73.76,0,6,21,1,5,6
2026-04-27,Online Store,7852.82,9703.46,-1850.64,0,25,73,9,16,25
2026-04-27,Maceoo Tampa,438.73,438.73,0,0,2,19,2,0,2
2026-04-27,Maceoo MGM,2122.72,2191.03,-68.31,0,8,17,7,1,8
2026-04-27,Maceoo Aria,5189.18,5629.12,-241.94,-198,13,122,6,6,12
2026-04-27,Maceoo Hollywood FL,6839.23,7616.99,-777.76,0,8,25,2,5,6
2026-04-27,WEB - Quiet LLC,0,286,-286,0,2,2,0,2,2
2026-04-27,Maceoo Resorts World Las Vegas,51.4,51.4,0,0,1,3,0,1,1
2026-04-27,Maceoo PR,710.76,793.76,-83,0,2,4,0,2,2
2026-04-27,Maceoo Biloxi,458.17,696.13,-237.96,0,3,23,2,1,3
2026-04-27,CEOO DUBAI,5177.73,5177.73,0,0,5,10,5,0,5
2026-04-27,Maceoo Atlantic,3146.78,3337.04,-190.26,0,9,22,3,5,8
2026-04-27,Venetian,3305.09,3373.97,-68.88,0,8,24,6,1,8
2026-04-28,Maceoo Tampa,198,198,0,0,1,1,1,0,1
2026-04-28,Maceoo PR,1018.88,1018.88,0,0,2,6,1,1,2
2026-04-28,Maceoo Resorts World Las Vegas,1560.2,1560.2,0,0,4,56,3,1,4
2026-04-28,CEOO DUBAI,528,528,0,0,1,3,1,0,1
2026-04-28,Maceoo Biloxi,595.65,762.07,-166.42,0,5,10,0,3,4
2026-04-28,Maceoo Aria,7612.27,7796.75,-184.48,0,15,100,12,2,14
2026-04-28,Maceoo Cosmo,3764.64,3923.52,-158.88,0,6,20,2,4,5
2026-04-28,Online Store,3687.77,3987.77,-300,0,18,38,13,5,18
2026-04-28,Maceoo Hollywood FL,2283.24,2772.77,-107.6,-381.93,7,18,3,3,5
2026-04-28,Maceoo MGM,5955.78,6175.3,-219.52,0,11,30,9,1,10
2026-04-28,Maceoo Atlantic,5362.58,5841.48,-478.9,0,9,28,2,7,9
2026-04-28,Venetian,1287.06,1317.59,-30.53,0,4,14,1,0,2
2026-04-29,Maceoo Biloxi,1139.2,1390.31,-251.11,0,1,9,1,0,1
2026-04-29,Venetian,561.04,561.04,0,0,2,5,1,0,2
2026-04-29,Maceoo Hollywood FL,1595.87,1792.75,-8,-188.88,4,12,1,2,3
2026-04-29,CEOO DUBAI,1423.78,1423.78,0,0,2,4,0,0,1
2026-04-29,Maceoo PR,1809.64,1809.64,0,0,7,12,2,5,7
2026-04-29,Maceoo Resorts World Las Vegas,706.53,756.53,-50,0,2,5,2,0,2
2026-04-29,Online Store,5839.46,6564.34,-724.88,0,23,55,7,16,23
2026-04-29,Maceoo Cosmo,1985.16,1985.16,0,0,3,9,1,1,3
2026-04-29,Maceoo Tampa,939.43,1456.65,-517.22,0,4,11,2,2,4
2026-04-29,Maceoo Atlantic,1714.24,1714.24,0,0,5,13,2,3,5
2026-04-29,Maceoo Aria,37341.22,37341.22,0,0,14,79,9,5,13
2026-04-29,Maceoo MGM,832.07,1523.57,-691.5,0,5,10,3,1,5
2026-04-30,Venetian,1353.21,1375.87,-22.66,0,6,17,2,1,4
2026-04-30,Online Store,15564.11,18952.58,-3388.47,0,29,117,7,21,28
2026-04-30,Maceoo Resorts World Las Vegas,618.73,618.73,0,0,2,19,1,1,2
2026-04-30,Maceoo Tampa,1536.3,2642.9,-100.6,-1006,6,11,2,2,4
2026-04-30,Maceoo PR,216,216,0,0,2,2,2,0,2
2026-04-30,Maceoo Hollywood FL,13033.86,18511.22,-1614.82,-3862.54,20,56,4,8,12
2026-04-30,Maceoo Cosmo,1139.27,1139.27,0,0,4,9,4,0,4
2026-04-30,Maceoo Aria,10520.04,16164.77,-5077.49,-567.24,31,100,13,17,30
2026-04-30,CEOO DUBAI,10259.37,11301.31,-1041.94,0,5,23,0,4,5
2026-04-30,Maceoo Atlantic,3717.18,5078.62,-240.58,-1120.86,11,33,7,3,9
2026-04-30,Maceoo Biloxi,1775.07,1826.62,-51.55,0,7,15,5,2,7
2026-04-30,Maceoo MGM,3797.85,4302.83,-504.98,0,7,16,4,1,6
2026-05-01,Online Store,8029.19,8406.28,-317.09,-60,25,51,14,11,25
2026-05-01,Maceoo Tampa,6262.01,7513.5,-2.51,-1248.98,14,47,3,7,11
2026-05-01,CEOO DUBAI,4903.53,6002.41,-100,-998.88,9,28,7,2,9
2026-05-01,Maceoo MGM,3385.88,3748.63,-362.75,0,14,32,8,3,12
2026-05-01,Maceoo Aria,8781.92,9779.92,-272.68,-725.32,17,43,8,8,15
2026-05-01,Venetian,1618.33,1709.13,-90.8,0,7,17,5,1,7
2026-05-01,Maceoo PR,5065.44,5544.32,-132,-346.88,14,33,2,9,11
2026-05-01,Maceoo Cosmo,5722.97,6176.97,-296,-158,10,31,9,1,10
2026-05-01,Maceoo Hollywood FL,11729.03,14222.67,-1431.39,-1062.25,13,50,8,5,13
2026-05-01,Maceoo Atlantic,2266.58,2591.71,-68.25,-256.88,10,23,2,7,10
2026-05-01,Maceoo Biloxi,2852.51,3381.04,-528.53,0,14,37,9,4,13
2026-05-01,Maceoo Resorts World Las Vegas,1054.07,1054.07,0,0,2,5,2,0,2
2026-05-02,Maceoo Aria,19152.86,19965.1,-313.36,-498.88,25,107,15,9,24
2026-05-02,Venetian,2782.73,2837.39,-54.66,0,17,37,4,2,7
2026-05-02,Maceoo MGM,8305.1,9957.76,-1652.66,0,24,46,13,4,18
2026-05-02,Maceoo Tampa,3587.33,4539.65,-853.44,-98.88,12,25,5,6,9
2026-05-02,Online Store,9438.75,10147.42,-708.67,0,22,62,11,11,22
2026-05-02,Maceoo PR,1301.88,1334.88,-33,0,3,8,0,3,3
2026-05-02,CEOO DUBAI,10308.95,10762.93,-35.27,-418.71,16,37,10,3,12
2026-05-02,Maceoo Resorts World Las Vegas,308.65,358.65,-50,0,1,2,1,0,1
2026-05-02,Maceoo Atlantic,37161.65,43354.91,-999.06,-5194.2,41,177,19,20,37
2026-05-02,Maceoo Biloxi,1459.23,1597.08,-137.85,0,10,19,6,2,9
2026-05-02,Maceoo Cosmo,1101.21,1129.21,-28,0,5,8,3,2,5
2026-05-02,Maceoo Hollywood FL,12482.69,12914.85,-304.16,-128,25,68,9,12,22
2026-05-03,Venetian,739.14,935.14,-43.86,-152.14,8,15,4,2,6
2026-05-03,Maceoo Aria,11728.46,15922.87,-720.98,-3473.43,20,56,12,7,17
2026-05-03,Maceoo MGM,3767.32,4279.49,-512.17,0,11,26,7,3,11
2026-05-03,CEOO DUBAI,3437.09,3437.09,0,0,7,14,4,0,5
2026-05-03,Maceoo Hollywood FL,10706.28,10799.88,-93.6,0,7,37,4,2,6
2026-05-03,Maceoo PR,3700.28,4060.16,-133,-226.88,6,21,1,4,5
2026-05-03,Maceoo Atlantic,3376.55,3814.21,-89.66,-348,11,26,4,7,11
2026-05-03,Maceoo Cosmo,3602.44,3791.32,0,-188.88,7,15,4,3,7
2026-05-03,Online Store,4839.96,6202.6,-1362.64,0,27,48,12,15,26
2026-05-03,Maceoo Tampa,10671.05,17706.75,-462.48,-6573.22,11,58,5,4,9
2026-05-03,Maceoo Biloxi,2864.04,3326.38,-462.34,0,7,27,3,2,6
2026-05-04,Maceoo Resorts World Las Vegas,1650.89,1650.89,0,0,2,33,1,1,2
2026-05-04,Maceoo Atlantic,1537.09,1572.09,-35,0,3,10,2,1,3
2026-05-04,Venetian,691.72,691.72,0,0,2,6,0,0,1
2026-05-04,CEOO DUBAI,1947.27,1997.27,-50,0,4,7,0,1,2
2026-05-04,Maceoo Tampa,1961.56,2379.74,-418.18,0,2,12,1,1,2
2026-05-04,Maceoo Aria,6240.31,10371.13,-3968.4,-162.42,15,34,13,2,15
2026-05-04,Maceoo Cosmo,1907.71,1907.71,0,0,5,12,4,1,5
2026-05-04,Online Store,3416.76,3862.76,-446,0,23,43,17,6,23
2026-05-04,Maceoo MGM,1202.2,1239.56,-37.36,0,5,14,3,0,4
2026-05-04,Maceoo Hollywood FL,11361.62,11816.62,-99,-356,11,24,4,7,11
2026-05-04,Maceoo Biloxi,1021.07,2005.2,-577.5,-406.63,10,19,5,5,9
2026-05-04,Maceoo PR,1015.88,1280.76,-66,-198.88,5,8,1,4,5
2026-05-05,Maceoo Cosmo,7487.06,7593,-105.94,0,6,26,3,3,6
2026-05-05,Maceoo PR,294,294,0,0,2,3,1,1,2
2026-05-05,Maceoo Resorts World Las Vegas,422.76,472.76,-50,0,1,4,1,0,1
2026-05-05,Maceoo Tampa,1069.43,1267.43,0,-198,4,10,2,2,4
2026-05-05,Maceoo Hollywood FL,3539.12,4814.44,-470.44,-804.88,10,30,2,6,9
2026-05-05,Maceoo Aria,7696.11,7874.99,0,-178.88,14,43,10,4,14
2026-05-05,Maceoo Biloxi,6868.64,7888.78,-476.74,-543.4,17,54,6,10,16
2026-05-05,Online Store,-1452.8,3762.36,-1576.76,-3638.4,16,63,5,11,16
2026-05-05,Maceoo Atlantic,1573.11,1889.72,-316.61,0,6,17,4,1,5
2026-05-05,Maceoo MGM,1217.29,1467.4,-250.11,0,3,7,2,1,3
2026-05-05,CEOO DUBAI,558,558,0,0,1,4,0,1,1
2026-05-06,Maceoo Aria,4909.63,4909.63,0,0,11,25,5,6,11
2026-05-06,Maceoo Hollywood FL,10077.89,10450.51,-214.62,-158,15,63,7,6,13
2026-05-06,Maceoo PR,354.88,354.88,0,0,3,3,1,2,3
2026-05-06,Online Store,4941.82,5569.8,-627.98,0,20,42,7,13,19
2026-05-06,CEOO DUBAI,10286.18,11113.84,-378.6,-449.06,7,16,5,1,7
2026-05-06,Maceoo Tampa,849.52,849.52,0,0,4,7,0,2,3
2026-05-06,Maceoo MGM,1157.82,1362,-204.18,0,6,20,3,3,6
2026-05-06,Maceoo Biloxi,1364.77,1803.86,-370.21,-68.88,10,22,4,5,8
2026-05-06,Venetian,1208.92,1208.92,0,0,3,8,0,0,1
2026-05-06,Maceoo Resorts World Las Vegas,1056.38,1116.38,-60,0,7,16,6,1,7
2026-05-06,Maceoo Cosmo,3773.41,3773.41,0,0,8,19,8,0,8
2026-05-06,Maceoo Atlantic,1048.76,1048.76,0,0,2,7,0,2,2
2026-05-07,CEOO DUBAI,3556.24,3556.24,0,0,3,9,3,0,3
2026-05-07,Maceoo Tampa,1446.05,1718.65,-114.6,-158,5,11,2,0,3
2026-05-07,Maceoo MGM,4468.25,5160.51,-692.26,0,15,30,9,5,13
2026-05-07,Venetian,420.38,433.28,-12.9,0,3,6,1,1,2
2026-05-07,Maceoo Aria,16186.63,16810.38,-297.76,-325.99,25,60,10,13,22
2026-05-07,Maceoo Atlantic,605.35,675.25,0,-69.9,5,8,3,2,4
2026-05-07,Maceoo Hollywood FL,5880.73,5983.24,-102.51,0,7,37,2,4,6
2026-05-07,Maceoo Cosmo,806.56,838.16,-31.6,0,4,10,4,0,4
2026-05-07,Online Store,2165.83,2498.32,-332.49,0,10,19,4,6,10
2026-05-07,Maceoo Biloxi,900.38,1088.14,0,-187.76,8,17,5,2,8
2026-05-07,Maceoo Resorts World Las Vegas,650.48,660.36,-9.88,0,4,9,4,0,4
2026-05-07,Maceoo PR,738,738,0,0,4,6,0,4,4
2026-05-07,WEB - Quiet LLC,0,0,0,0,0,-1,0,0,0
2026-05-08,Maceoo Cosmo,2811.31,3021.52,-88,-122.21,8,14,7,1,8
2026-05-08,Maceoo Resorts World Las Vegas,468.75,484.63,-15.88,0,2,4,2,0,2
2026-05-08,Venetian,1697.53,1697.53,0,0,8,18,3,1,5
2026-05-08,Maceoo Aria,8164.58,8167.89,-3.31,0,18,159,10,8,18
2026-05-08,Maceoo Biloxi,2373.27,2775.4,-402.13,0,14,35,7,7,12
2026-05-08,Maceoo Hollywood FL,6507.88,7147.65,-639.77,0,10,43,3,6,9
2026-05-08,Maceoo Tampa,5705.41,6201.53,-496.12,0,6,18,2,4,6
2026-05-08,CEOO DUBAI,1551.47,1609.84,-58.37,0,4,8,3,0,4
2026-05-08,Maceoo PR,2442.96,2590.4,-147.44,0,6,17,3,3,6
2026-05-08,Maceoo MGM,12068.77,17061.46,-1900.47,-3092.22,19,69,10,6,14
2026-05-08,Maceoo Atlantic,2128.92,2288.68,-0.88,-158.88,7,12,1,5,7
2026-05-08,Online Store,6810.75,7059.43,-248.68,0,28,50,17,9,26
